geoid,minority_afternoon_air_temp,white_afternoon_air_temp,climate_zone,population,population_minority
25017356400,-0.2063140937,-0.7577704563,Continental,7791,1667.274
25017356500,-0.151635340745,-0.37671079425500004,Continental,7321,2101.127
25017356601,-0.08947489329700001,-0.334576733703,Continental,4610,972.71000000000015
25017356602,-0.019865248024999997,-0.09365045497499999,Continental,4270,747.25
25017357700,-0.4246749069,-0.9909081160999998,Continental,3960,1188
25017358100,-0.500176100512,-0.920778730488,Continental,5449,1918.0480000000002
25017358500,-0.53697953905,-0.86505581095,Continental,5521,2114.5429999999997
25025180500,0.18047021738499996,1.680047487615,Continental,4355,422.43499999999995
13089020100,-0.23724193766000004,-1.45734333134,Temperate,1997,279.58000000000004
13089020200,-0.21370782114,-0.66938234886,Temperate,1881,455.202
13089020300,-0.152796849302,-1.099636341698,Temperate,4476,546.072
13089020400,-0.093768822192,-0.523131323808,Temperate,2701,410.55199999999996
13089020500,-0.261212659146,-0.239194733854,Temperate,3161,1650.0420000000001
13089020600,0.025757011636,0.016887047364,Temperate,2050,1238.2
13089020700,-0.20956349920300005,-0.36145420979700005,Temperate,2634,966.6780000000001
13089020801,-0.4187223418240001,-0.737969210176,Temperate,2509,908.2580000000002
13089020802,-0.404763187088,-0.25769702091200003,Temperate,4411,2695.121
13089020900,-0.415300222059,-0.413642336941,Temperate,5927,2969.427
13089022401,-0.362077104112,-1.261587039888,Temperate,3873,863.679
13089022402,-0.37109948625600003,-0.301182191744,Temperate,6698,3697.2960000000003
13089022403,-0.184246128984,-1.3136898790159999,Temperate,3987,490.40100000000007
13089023700,-0.592952816914,-0.09894078508600002,Temperate,6054,5188.278
13089980000,NA,NA,Temperate,0,NA
13121000100,-0.17341444468700004,-1.074171488313,Temperate,5410,751.9900000000001
13121000200,-0.095997341987,-0.5482801210129999,Temperate,6175,920.0749999999999
13121000400,-0.0010536243759999998,-0.005255503623999999,Temperate,2047,341.849
13121000500,0.217449544554,0.38158501344600004,Temperate,5219,1894.4969999999998
13121000600,-4.6541801000000006e-4,-3.8855999e-4,Temperate,7952,4333.84
13121000700,0.3699171374180001,0.130647324582,Temperate,3339,2467.521
13121001001,0.01766148748,0.02073305052,Temperate,2904,1335.8400000000001
13121001002,0.022115253888,0.016279284111999998,Temperate,7305,4207.68
13121001100,0.120660556515,0.352518096485,Temperate,5193,1324.215
13121001201,0.0038817181800000003,0.01049501582,Temperate,4527,1222.2900000000002
13121001202,0.20424886886000002,0.40544924714,Temperate,5206,1744.01
13121001300,0.205398382063,0.34823607093700004,Temperate,4421,1640.191
13121001400,0.039126073872,0.21998699812800002,Temperate,2345,354.09499999999997
13121001500,-0.064484340666,-0.220844600334,Temperate,4617,1043.442
13121001600,-0.002482099741,-0.011384379258999999,Temperate,2237,400.423
13121001700,0.521864283,0.799311117,Temperate,4911,1939.845
13121001800,0.210964515135,0.197090639865,Temperate,4281,2213.277
13121001900,0.43751474441199995,0.28326737158799997,Temperate,5064,3073.848
13121002100,0.681566565438,0.32369385556200003,Temperate,2409,1633.302
13121002300,1.201044496365,0.069902060635,Temperate,1268,1198.26
13121002400,0.9794317351819999,0.048303558818,Temperate,2902,2765.6059999999998
13121002500,1.3421541916009998,0.084152069399,Temperate,2814,2647.9739999999997
13121002600,1.032588586666,0.011484807334000001,Temperate,1672,1653.6080000000002
13121002800,0.723681877213,0.314599151787,Temperate,5231,3646.0070000000005
13121002900,0.50610623232,0.46717498367999993,Temperate,2425,1261
13121003000,0.01029249161,0.03757956239,Temperate,3630,780.4499999999999
13121003100,0.26265014807199993,0.514421295928,Temperate,2051,693.2379999999999
13121003200,0.22478274247500002,0.774251668525,Temperate,2389,537.525
13121003500,0.7614214012200001,0.40640283378000003,Temperate,2074,1352.248
13121003600,1.2577915933250001,0.132033371675,Temperate,1254,1134.8700000000001
13121003700,1.582279927,0,Temperate,196,196
13121003800,1.41470432124,0.26946748976,Temperate,4283,3597.72
13121003900,1.3732152066080001,0.008289025392,Temperate,2090,2077.46
13121004000,0.878079206816,0.044272901184,Temperate,2705,2575.1600000000003
13121004100,1.4632296274280001,0.177162331572,Temperate,2214,1974.888
13121004200,1.34638537568,0.10446093432,Temperate,2477,2298.656
13121004300,1.1112072938,0.17194200620000002,Temperate,2846,2464.636
13121004400,1.37648325203,0.04257164697,Temperate,3368,3266.96
13121004800,0.63893599484,0.11720127716,Temperate,988,834.86
13121004900,0.06550669220000001,0.0687283328,Temperate,2835,1383.48
13121005000,0.382745032728,0.479293329272,Temperate,2586,1148.184
13121005200,-0.24396297436800002,-0.6336016816319999,Temperate,5170,1437.2600000000002
13121005300,-0.082825379856,-0.141633644144,Temperate,3861,1424.709
13121005501,0.27641876414899996,0.06781381885099999,Temperate,2547,2045.2409999999998
13121005502,0.7202441884949999,0.060085376504999996,Temperate,2846,2626.8579999999997
13121005700,1.53115105781,0.05553397619000001,Temperate,1493,1440.745
13121005800,1.0499822569250001,0.25434352807500005,Temperate,1479,1190.595
13121006000,1.240555873688,0.090512660312,Temperate,3722,3468.904
13121006100,0.386390054295,0.005089230705,Temperate,3908,3857.196
13121006200,1.1814627698079998,0.029052363191999997,Temperate,1725,1683.6
13121006300,1.2469072317240002,0.102559469276,Temperate,1492,1378.6080000000002
13121006400,0.291016936782,0.09856396921800001,Temperate,936,699.192
13121006500,1.04043943734,0.26828941466,Temperate,3843,3055.185
13121006601,1.3212467398240002,0.295946332176,Temperate,1755,1433.835
13121006602,0.747332818042,0.0014976609580000001,Temperate,1248,1245.504
13121006700,0.746775393705,0.033554171295,Temperate,3966,3795.4620000000004
13121006801,0.7508949204600001,0.17613584554,Temperate,2287,1852.47
13121006802,-1.0611148080509998,-0.020551662949,Temperate,2235,2192.535
13121006900,-0.13435198628999998,-0.09336324470999999,Temperate,3483,2054.97
13121007100,-0.790132758818,-0.044220735182,Temperate,2751,2605.197
13121007602,-0.52540396048,-0.01291976952,Temperate,2570,2508.32
13121007603,0.849101498511,0.009444000489000001,Temperate,4565,4514.785000000001
13121007604,-0.07367185565600001,-0.0037145473440000003,Temperate,2575,2451.4
13121007704,-0.9730503185280001,-0.021888657472000004,Temperate,5878,5748.684
13121007900,-0.333082895027,-0.013517411973,Temperate,5210,5006.8099999999995
13121008000,-0.20796972968800004,-0.008891302311999999,Temperate,5529,5302.311000000001
13121008101,0.155986788,0,Temperate,1664,1664
13121008102,-0.017436529056,-3.4942943999999994e-5,Temperate,6647,6633.706
13121008201,0.226912499145,6.82785855e-4,Temperate,6367,6347.899
13121008301,0.6623295512399999,0.01489902876,Temperate,2327,2275.806
13121008302,0.594813648736,0.004796884264,Temperate,1917,1901.664
13121008400,0.7879847250840001,0.089503832916,Temperate,2649,2378.802
13121008500,0.285045478255,0.014057856745000001,Temperate,2551,2431.103
13121008601,-0.132191755836,-7.97938164e-4,Temperate,4953,4923.282
13121008602,0.4975256176,0.0345873424,Temperate,1562,1460.47
13121008700,0.475997262557,0.057034386443,Temperate,5781,5162.433
13121008800,0.327747271857,0.473590801143,Temperate,5430,2220.87
13121008902,0.148676001744,0.18467826225599998,Temperate,8007,3571.122
13121008903,0.90563902911,0.26443723589,Temperate,2250,1741.5
13121008904,0.022523692896,0.081752663104,Temperate,5155,1113.48
13121009000,-7.690618979999999e-4,-0.0029106601019999994,Temperate,5341,1116.269
13121009101,0.21304486515,0.44247779685,Temperate,5630,1829.75
13121009102,0.179762216939,0.29454442406099995,Temperate,3344,1267.376
13121009200,0.00698901181,0.00642559819,Temperate,7359,3834.039
13121009300,-0.07699212824400001,-0.37325423575600003,Temperate,5298,905.9580000000001
13121009402,0.38218022499000004,0.30643279301,Temperate,5537,3073.0350000000003
13121009403,0.023537701926,0.019336072074000003,Temperate,5268,2892.1319999999996
13121009404,-0.431537737908,-0.8085132330920001,Temperate,4484,1560.4319999999998
13121009501,-0.0190504012,-0.4572096288,Temperate,3706,148.24
13121009502,0.00782852689,0.01434860311,Temperate,3867,1365.051
13121009601,0.064005557,0.22692879300000002,Temperate,2631,578.82
13121009602,-0.0192067304,-0.054665309599999996,Temperate,5514,1433.64
13121009603,0.019701315804,0.046410482196000004,Temperate,4830,1439.34
13121009700,-0.14002268860400002,-0.6466216293960001,Temperate,3846,684.5880000000001
13121009801,-0.073060625758,-0.441450823242,Temperate,4746,673.9319999999999
13121009802,-0.15004933314,-0.56447130086,Temperate,4553,956.13
13121009900,-0.014908782734999999,-0.25615999426499997,Temperate,5213,286.715
13121010001,-0.0570826602,-0.1543345998,Temperate,4923,1329.21
13121010002,-0.18660381406199997,-0.885831898938,Temperate,8716,1516.5839999999998
13121011800,0.5618716376010001,0.099932411399,Temperate,1867,1585.083
13121011900,0.9131538467200001,0.42971945728000005,Temperate,3517,2391.56
13121012000,0.48664583026799996,0.050490847732,Temperate,3311,2999.7659999999996
48453000402,0.061730653044,0.063738153956,Temperate,3661,1801.2120000000002
48453000801,-0.201986437864,-0.116604158136,Temperate,1794,1137.396
48453000802,-0.15795835458000002,-0.08430906042,Temperate,3792,2472.384
48453000803,-0.0253916072,-0.0380874108,Temperate,2941,1176.4
48453000804,-0.006923781995,-0.0030961630050000003,Temperate,2658,1836.6779999999999
48453000901,-0.06208464201899999,-0.045142718981,Temperate,2604,1507.716
48453000902,-0.07125596243200001,-0.041490813568,Temperate,5581,3527.192
48453001000,-0.103893142854,-0.09628632314600001,Temperate,3533,1833.627
48453001403,0.11449537217999999,0.17246044781999997,Temperate,1803,719.3969999999999
48453001503,-0.06121109467899999,-0.086999788321,Temperate,4390,1813.07
48453001804,0.01653827812,0.006179136880000001,Temperate,6757,4919.096
48453001805,-0.05609704813,-0.01820367787,Temperate,4632,3497.16
48453001806,-0.11592785769500001,-0.021264873305,Temperate,7174,6062.03
48453001811,0.039622665984,0.011969347015999998,Temperate,3259,2502.9120000000003
48453001812,0.13401511834699997,0.032877930652999994,Temperate,7889,6334.866999999999
48453001813,-0.215445587969,-0.034201675030999995,Temperate,7466,6443.158
48453001819,0.116086724352,0.035067864648,Temperate,4272,3280.896
48453001820,0.042661374872,0.008005341128,Temperate,7713,6494.3460000000005
48453001821,-0.145985517622,-0.066821359378,Temperate,5594,3837.4839999999995
48453001822,0.096710689264,0.026644781736000003,Temperate,6800,5331.2
48453001823,0.19157028854400002,0.020343747456,Temperate,7254,6557.616
48453001833,0.009175625675999999,0.0029614453239999996,Temperate,9645,7291.619999999999
48453002104,-0.10493510757,-0.12073179043000001,Temperate,3304,1536.3600000000001
48453002105,-0.12149095417200002,-0.04866444382800001,Temperate,5090,3634.26
48453002106,-0.23719490777899999,-0.158789913221,Temperate,3087,1849.1129999999998
48453002107,-0.10616004295999999,-0.052762177040000004,Temperate,4988,3331.9839999999995
48453002108,-0.087589574756,-0.016559741244,Temperate,4082,3432.962
48453002109,-0.05786175996,-0.03311585004,Temperate,4243,2698.5480000000002
48453002110,-0.10789172320599998,-0.033884522794,Temperate,4221,3212.1809999999996
48453002111,-0.08858153409,-0.03193755991,Temperate,5642,4146.87
48453002112,-0.180703594635,-0.08386975036500001,Temperate,5426,3705.9579999999996
48453002113,-0.103552589034,-0.097911591966,Temperate,3703,1903.342
48453002201,-0.363925642782,-0.04178856321800001,Temperate,2223,1994.031
48453002202,-0.083985051013,-0.004141969987,Temperate,9747,9288.891
48453002208,-0.13836994371,-0.032457147289999995,Temperate,8360,6771.6
48453002211,0.22837161087900001,0.042531842121,Temperate,3069,2587.167
48453002212,0.056170615599999994,0.007659629399999999,Temperate,1452,1277.76
48453002304,0.20183463608399999,0.237892239916,Temperate,4200,1927.8
48453002307,-0.16163537023400004,-0.113723011766,Temperate,5947,3490.8890000000006
48453002308,-0.12527982892800002,-0.092219874072,Temperate,6467,3724.9920000000006
48453002310,0.09895953869999999,0.0121061613,Temperate,2890,2574.99
48453002312,0.089997030732,0.022781203268,Temperate,8590,6854.82
48453002313,-0.11455336587,-0.04236905313000001,Temperate,4589,3349.97
48453002314,-0.077548031691,-0.039417325309,Temperate,5392,3574.8959999999997
48453002315,0.31810273768499997,0.13310681931499999,Temperate,2954,2082.5699999999997
48453002316,0.31088338477300004,0.140326172227,Temperate,4587,3160.443
48453002317,-0.148615713122,-0.047706232878,Temperate,6581,4981.817
48453002318,0.07730787144,0.01697002056,Temperate,7215,5916.299999999999
48453002319,0.19471518956,0.09417975044,Temperate,2368,1596.0320000000002
48453002403,-0.100028310996,-0.12127326200399999,Temperate,2743,1239.836
48453002411,-0.45243379163200004,-0.048046066368000004,Temperate,7419,6706.776
48453002412,-0.103542969583,-0.011632747417,Temperate,6165,5542.335
48453002413,-0.17704513281599998,-0.025061183184,Temperate,5045,4419.419999999999
48453002419,-0.027952072007999998,-0.003956685992,Temperate,4945,4331.82
48453002425,-0.09257797703999998,-0.048546987959999996,Temperate,4342,2848.352
48453002426,0.133272761088,0.040259479912,Temperate,9742,7481.856
48453002427,-0.174661884757,-0.023143194242999997,Temperate,8046,7104.618
48453002429,-0.10822749675400001,-0.052347424246,Temperate,1645,1108.73
48453002430,-0.277472608346,-0.069802245654,Temperate,2593,2071.8070000000002
48453002431,-0.181309823964,-0.039261738036000006,Temperate,9899,8136.978000000001
48453980000,NA,NA,Temperate,0,NA
24003750101,0.167601000272,0.22768437772800004,Temperate,3944,1672.2559999999999
24003750102,0.1436648224,0.2154972336,Temperate,2487,994.8000000000001
24003750201,-0.47289274252499996,-0.445345592475,Temperate,3395,1748.425
24003750202,-0.11457447356399998,-0.21466251943599998,Temperate,3621,1260.108
24003750203,-0.237561214104,-0.514214779896,Temperate,1403,443.348
24003750300,-0.272139782157,-0.8477770168430001,Temperate,2873,698.139
24003750400,-0.063412671156,-0.7099125868439999,Temperate,3906,320.292
24003750803,-0.31491155833600004,-0.260795129664,Temperate,7680,4200.96
24005400100,-0.32612860864,-0.69302329336,Temperate,4835,1547.2
24005400200,-0.24019535863299998,-0.5795840223670001,Temperate,2423,709.939
24005400400,-0.5506135770520001,-2.1222678649480002,Temperate,5738,1182.028
24005400600,-0.22571355072000002,-0.48407748928000005,Temperate,3075,977.85
24005400701,0.065222680284,0.101587243716,Temperate,2815,1100.665
24005400702,-0.007442075341,-0.014004827659,Temperate,2017,699.8990000000001
24005400800,-0.22898707430899998,-0.259258286691,Temperate,2746,1287.874
24005400900,-0.30980145075,-0.41914313924999996,Temperate,1953,830.025
24005401000,-0.15398466871400002,-0.652217785286,Temperate,2371,452.861
24005401101,-0.057737920442000004,-0.018433478558,Temperate,5939,4501.762
24005401102,0.05985565281,0.00777785319,Temperate,898,794.73
24005401200,-1.219907710392,-0.308798693608,Temperate,3142,2507.316
24005401301,0.180856149246,0.015513176754000001,Temperate,4122,3796.3619999999996
24005401302,-0.281012702256,-0.027115260744000003,Temperate,2756,2513.472
24005401505,-0.10928600196999999,-0.047960044029999996,Temperate,4290,2981.5499999999997
24005402304,-0.363445999128,-0.008175676872000001,Temperate,3728,3645.984
24005402305,-1.8011303435150001,-0.28110126748500003,Temperate,2053,1775.845
24005402403,-1.94703010374,-0.12427851726,Temperate,2023,1901.62
24005402404,-0.67070130957,-0.07369526043,Temperate,4953,4462.652999999999
24005402405,-0.18431184103800002,-0.021164012962000003,Temperate,3925,3520.725
24005403100,-1.572084866305,-0.510146744695,Temperate,2459,1856.545
24005403201,-0.804054082144,-0.06425486185600002,Temperate,3170,2935.4199999999996
24005403202,-0.991619171336,-0.079243864664,Temperate,2256,2089.056
24005403300,-0.90138831825,-0.61355003175,Temperate,2406,1431.57
